SUBDIVISION,YEAR,Parameter,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
ANDAMAN & NICOBAR ISLANDS,1953,Percentage departure,13.8,136.8,-33.0,120.7,-32.2,16.7,11.8,-34.4,-14.2,-15.8,5.6,-58.7,-6.5,58.0,-8.1,-4.3,-18.2
ANDAMAN & NICOBAR ISLANDS,1953,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1954,Actual,83.8,2.1,34.3,58.0,394.7,539.4,510.8,605.4,763.8,247.2,84.8,124.7,3449.0,85.9,487.0,2419.4,456.7
ANDAMAN & NICOBAR ISLANDS,1954,Percentage departure,70.3,-92.5,14.3,-19.6,11.0,14.4,28.5,51.1,77.1,-14.6,-63.6,-18.7,18.5,11.8,6.4,42.3,-32.4
ANDAMAN & NICOBAR ISLANDS,1954,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1955,Actual,57.3,28.2,9.9,68.8,663.6,651.1,298.4,356.9,341.8,466.5,362.9,44.2,3349.6,85.5,742.2,1648.3,873.6
ANDAMAN & NICOBAR ISLANDS,1955,Percentage departure,16.4,2.1,-67.0,-4.8,86.6,38.1,-24.9,-10.9,-20.7,61.2,55.7,-71.2,15.1,11.3,62.1,-3.1,29.3
ANDAMAN & NICOBAR ISLANDS,1955,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1956,Actual,49.2,77.2,33.8,130.3,491.8,343.1,468.4,467.7,325.1,458.7,164.1,70.5,3080.0,126.4,656.0,1604.4,693.3
ANDAMAN & NICOBAR ISLANDS,1956,Percentage departure,-0.1,180.1,12.8,80.5,38.3,-27.2,17.8,16.8,-24.6,58.4,-29.6,-54.0,5.8,64.6,43.3,-5.7,2.6
ANDAMAN & NICOBAR ISLANDS,1956,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1957,Actual,28.0,19.3,4.6,19.0,142.4,741.9,316.2,421.3,354.3,299.7,88.6,71.9,2507.2,47.3,166.0,1833.6,460.3
ANDAMAN & NICOBAR ISLANDS,1957,Percentage departure,-43.0,-30.1,-84.7,-73.7,-60.0,57.4,-20.5,5.2,-17.9,3.5,-62.0,-53.1,-13.9,-38.4,-63.7,7.8,-31.9
ANDAMAN & NICOBAR ISLANDS,1957,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1958,Actual,22.9,14.3,30.4,24.6,355.1,530.7,440.7,388.4,350.6,265.2,313.8,70.7,2807.4,37.2,410.2,1710.4,649.6
ANDAMAN & NICOBAR ISLANDS,1958,Percentage departure,-53.5,-48.2,1.5,-65.9,-0.1,12.6,10.9,-3.0,-18.7,-8.4,34.7,-53.9,-3.6,-51.6,-10.4,0.6,-3.9
ANDAMAN & NICOBAR ISLANDS,1958,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1959,Actual,10.1,1.8,31.3,86.7,238.1,455.7,817.1,409.3,589.6,332.7,242.5,128.5,3343.3,11.9,356.1,2271.7,703.6
ANDAMAN & NICOBAR ISLANDS,1959,Percentage departure,-79.5,-93.3,4.4,20.1,-33.0,-3.3,105.6,2.2,36.7,14.9,4.1,-16.2,14.9,-84.5,-22.2,33.6,4.1
ANDAMAN & NICOBAR ISLANDS,1959,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1960,Actual,104.2,72.4,12.1,53.5,535.4,541.5,308.4,270.7,442.4,400.0,191.7,92.8,3025.0,176.6,601.0,1563.0,684.5
ANDAMAN & NICOBAR ISLANDS,1960,Percentage departure,111.6,162.6,-59.6,-25.9,50.6,14.9,-22.4,-32.4,2.6,38.2,-17.7,-39.5,3.9,129.9,31.3,-8.1,1.3
ANDAMAN & NICOBAR ISLANDS,1960,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1961,Actual,82.1,99.4,33.2,88.1,973.1,383.3,304.9,557.1,612.0,379.9,280.6,144.5,3938.2,181.5,1094.5,1857.3,805.0
ANDAMAN & NICOBAR ISLANDS,1961,Percentage departure,66.7,260.6,10.6,22.1,173.7,-18.7,-23.3,39.1,41.9,31.2,20.4,-5.8,35.3,136.3,139.1,9.2,19.1
ANDAMAN & NICOBAR ISLANDS,1961,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1962,Actual,152.4,14.9,17.3,46.4,310.4,367.7,409.1,420.6,474.5,259.8,101.7,384.9,2959.7,167.3,374.1,1671.9,746.4
ANDAMAN & NICOBAR ISLANDS,1962,Percentage departure,209.6,-45.9,-42.3,-35.7,-12.7,-22.0,2.9,5.0,10.0,-10.2,-56.3,151.0,1.7,117.9,-18.3,-1.7,10.4
ANDAMAN & NICOBAR ISLANDS,1962,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1963,Actual,79.9,26.8,7.4,69.5,259.9,434.7,303.3,601.2,614.3,295.5,109.3,179.9,2981.7,106.7,336.8,1953.5,584.7
ANDAMAN & NICOBAR ISLANDS,1963,Percentage departure,62.4,-2.9,-75.2,-3.8,-26.9,-7.8,-23.7,50.1,42.4,2.1,-53.1,17.4,2.4,39.0,-26.4,14.9,-13.5
ANDAMAN & NICOBAR ISLANDS,1963,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1964,Actual,65.5,21.9,3.1,18.1,530.6,465.3,287.3,472.1,521.2,218.9,349.2,101.6,3054.8,87.4,551.8,1745.9,669.8
ANDAMAN & NICOBAR ISLANDS,1964,Percentage departure,33.0,-20.6,-89.7,-74.9,49.2,-1.3,-27.7,17.9,20.9,-24.4,49.9,-33.7,4.9,13.8,20.5,2.7,-0.9
ANDAMAN & NICOBAR ISLANDS,1964,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1965,Actual,11.8,30.4,25.3,51.0,292.3,408.8,392.1,396.6,576.8,290.5,187.9,500.4,3163.8,42.2,368.5,1774.3,978.8
ANDAMAN & NICOBAR ISLANDS,1965,Percentage departure,-76.1,10.3,-15.5,-29.4,-17.8,-13.3,-1.4,-1.0,33.8,0.3,-19.4,226.4,8.7,-45.1,-19.5,4.3,44.8
ANDAMAN & NICOBAR ISLANDS,1965,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1966,Actual,79.8,4.2,12.0,38.7,376.9,148.8,433.5,335.6,454.1,171.9,333.8,311.9,2701.2,83.9,427.6,1372.1,817.6
ANDAMAN & NICOBAR ISLANDS,1966,Percentage departure,62.1,-84.9,-60.1,-46.4,6.0,-68.4,9.1,-16.2,5.3,-40.6,43.2,103.4,-7.2,9.3,-6.6,-19.3,21.0
ANDAMAN & NICOBAR ISLANDS,1966,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1967,Actual,164.6,21.6,30.0,63.4,516.4,340.8,537.8,614.3,303.5,427.5,99.7,97.0,3216.4,186.2,609.7,1796.4,624.1
ANDAMAN & NICOBAR ISLANDS,1967,Percentage departure,234.5,-21.8,0.0,-12.3,45.2,-27.7,35.3,53.4,-29.6,47.7,-57.2,-36.8,10.5,142.4,33.2,5.6,-7.6
ANDAMAN & NICOBAR ISLANDS,1967,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1968,Actual,22.1,1.3,4.2,81.5,297.6,545.2,519.3,242.0,496.8,281.6,152.0,119.2,2762.8,23.4,383.3,1803.3,552.8
ANDAMAN & NICOBAR ISLANDS,1968,Percentage departure,-55.1,-95.4,-86.1,12.9,-16.3,15.7,30.6,-39.6,15.2,-2.7,-34.8,-22.2,-5.1,-69.5,-16.3,6.0,-18.2
ANDAMAN & NICOBAR ISLANDS,1968,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1969,Actual,106.3,64.7,14.6,20.8,317.3,422.8,345.2,281.4,489.8,146.8,343.7,65.8,2619.0,171.0,352.7,1539.1,556.3
ANDAMAN & NICOBAR ISLANDS,1969,Percentage departure,116.0,134.6,-51.2,-71.2,-10.8,-10.3,-13.2,-29.7,13.6,-49.3,47.5,-57.1,-10.0,122.6,-23.0,-9.5,-17.7
ANDAMAN & NICOBAR ISLANDS,1969,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1970,Actual,72.2,34.0,7.8,58.2,422.7,407.3,564.6,342.9,423.5,386.6,418.4,232.7,3370.8,106.2,488.7,1738.2,1037.7
ANDAMAN & NICOBAR ISLANDS,1970,Percentage departure,46.7,23.3,-74.1,-19.4,18.9,-13.6,42.0,-14.4,-1.8,33.5,79.6,51.8,15.8,38.3,6.8,2.2,53.5
ANDAMAN & NICOBAR ISLANDS,1970,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1971,Actual,41.5,32.8,37.7,35.3,398.0,394.6,421.1,327.9,470.2,505.3,178.4,155.9,2998.6,74.3,471.0,1613.7,839.6
ANDAMAN & NICOBAR ISLANDS,1971,Percentage departure,-15.8,19.0,25.7,-51.1,11.9,-16.3,5.9,-18.1,9.0,74.6,-23.4,1.7,3.0,-3.3,2.9,-5.1,24.2
ANDAMAN & NICOBAR ISLANDS,1971,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1972,Actual,13.7,1.7,7.5,178.3,420.2,470.0,544.6,384.9,444.5,263.8,413.9,180.0,3323.0,15.3,605.9,1844.0,857.7
ANDAMAN & NICOBAR ISLANDS,1972,Percentage departure,-72.3,-93.9,-75.0,146.9,18.2,-0.3,37.0,-3.9,3.1,-8.9,77.6,17.4,14.2,-80.0,32.4,8.4,26.9
ANDAMAN & NICOBAR ISLANDS,1972,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1973,Actual,18.1,20.3,30.5,29.6,418.6,488.6,371.4,370.3,357.5,247.2,349.8,289.1,2991.1,38.5,478.7,1587.8,886.1
ANDAMAN & NICOBAR ISLANDS,1973,Percentage departure,-63.1,-26.2,1.7,-59.0,17.7,3.7,-6.6,-7.5,-17.1,-14.6,50.1,88.6,2.8,-49.9,4.6,-6.6,31.1
ANDAMAN & NICOBAR ISLANDS,1973,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1974,Actual,22.2,43.9,17.2,301.4,353.3,343.8,257.1,456.2,321.6,398.4,372.2,74.8,2962.0,66.0,672.0,1378.7,845.3
ANDAMAN & NICOBAR ISLANDS,1974,Percentage departure,-54.9,59.1,-42.5,317.5,-0.6,-27.1,-35.3,13.9,-25.4,37.6,59.7,-51.2,1.8,-14.0,46.8,-18.9,25.1
ANDAMAN & NICOBAR ISLANDS,1974,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1975,Actual,276.9,27.5,8.0,24.2,362.9,706.3,173.6,357.4,351.8,373.6,323.7,99.7,3085.7,304.4,395.2,1589.1,797.0
ANDAMAN & NICOBAR ISLANDS,1975,Percentage departure,462.6,-0.3,-73.2,-66.5,2.1,49.9,-56.3,-10.8,-18.4,29.1,38.9,-35.0,6.0,296.4,-13.7,-6.6,17.9
ANDAMAN & NICOBAR ISLANDS,1975,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1976,Actual,20.9,9.7,0.6,161.6,551.4,441.4,382.1,487.7,387.0,166.8,307.2,359.6,3276.0,30.6,713.5,1698.2,833.7
ANDAMAN & NICOBAR ISLANDS,1976,Percentage departure,-57.5,-64.9,-98.1,123.7,55.1,-6.4,-3.9,21.8,-10.3,-42.4,31.8,134.6,12.5,-60.2,55.9,-0.1,23.4
ANDAMAN & NICOBAR ISLANDS,1976,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1977,Actual,79.7,43.2,6.1,6.9,275.3,339.3,341.1,345.5,467.1,263.6,153.3,67.1,2388.2,122.9,288.3,1492.9,484.1
ANDAMAN & NICOBAR ISLANDS,1977,Percentage departure,61.9,56.6,-79.7,-90.5,-22.6,-28.0,-14.2,-13.8,8.3,-8.9,-34.2,-56.2,-18.0,60.0,-37.0,-12.2,-28.4
ANDAMAN & NICOBAR ISLANDS,1977,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1978,Actual,109.6,29.3,18.9,63.4,343.6,462.2,656.6,346.3,310.8,243.7,83.4,44.6,2712.4,138.9,425.9,1775.9,371.6
ANDAMAN & NICOBAR ISLANDS,1978,Percentage departure,122.7,6.2,-36.9,-12.2,-3.4,-1.9,65.2,-13.5,-27.9,-15.8,-64.2,-70.9,-6.8,80.9,-7.0,4.4,-45.0
ANDAMAN & NICOBAR ISLANDS,1978,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1979,Actual,35.5,9.4,3.9,64.8,146.3,282.8,455.9,173.6,330.2,163.5,169.8,13.6,1849.4,44.9,215.0,1242.5,347.0
ANDAMAN & NICOBAR ISLANDS,1979,Percentage departure,-27.8,-66.0,-87.0,-10.3,-58.9,-40.0,14.7,-56.7,-23.4,-43.5,-27.1,-91.1,-36.5,-41.5,-53.0,-26.9,-48.7
ANDAMAN & NICOBAR ISLANDS,1979,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1980,Actual,5.5,0.8,9.2,38.8,728.4,604.2,575.7,494.4,271.9,252.0,143.7,500.7,3625.3,6.3,776.5,1946.3,896.3
ANDAMAN & NICOBAR ISLANDS,1980,Percentage departure,-88.9,-97.1,-69.3,-46.2,104.9,28.2,44.8,23.4,-37.0,-13.0,-38.3,226.6,24.5,-91.8,69.6,14.4,32.6
ANDAMAN & NICOBAR ISLANDS,1980,No. of districts,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1981,Actual,11.1,27.8,1.7,94.1,270.8,600.6,344.1,510.7,452.6,242.1,348.4,170.7,3074.8,38.9,366.7,1908.0,761.2
ANDAMAN & NICOBAR ISLANDS,1981,Percentage departure,-77.5,0.8,-94.2,30.4,-23.8,27.4,-13.4,27.5,5.0,-16.4,49.5,11.4,5.6,-49.4,-19.9,12.2,12.6
ANDAMAN & NICOBAR ISLANDS,1981,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1982,Actual,8.8,2.8,6.6,97.5,229.2,448.7,410.5,347.6,369.0,164.5,238.8,60.5,2384.5,11.6,333.3,1575.8,463.8
ANDAMAN & NICOBAR ISLANDS,1982,Percentage departure,-82.1,-89.7,-78.1,35.1,-35.5,-4.8,3.3,-13.2,-14.4,-43.2,2.5,-60.5,-18.1,-84.9,-27.2,-7.3,-31.4
ANDAMAN & NICOBAR ISLANDS,1982,No. of districts,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1983,Actual,22.1,0.0,3.1,9.1,240.8,424.3,468.9,493.8,505.5,275.8,261.0,88.1,2792.4,22.1,253.0,1892.4,624.9
ANDAMAN & NICOBAR ISLANDS,1983,Percentage departure,-55.1,-100.0,-89.7,-87.4,-32.3,-10.0,18.0,23.3,17.2,-4.7,12.0,-42.6,-4.1,-71.2,-44.7,11.3,-7.5
ANDAMAN & NICOBAR ISLANDS,1983,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1984,Actual,69.4,173.8,26.3,156.6,162.3,424.9,446.4,125.8,283.6,347.1,158.9,445.2,2820.3,243.2,345.2,1280.7,951.2
ANDAMAN & NICOBAR ISLANDS,1984,Percentage departure,41.0,530.3,-12.2,116.8,-54.3,-9.9,12.3,-68.6,-34.2,19.9,-31.8,190.4,-3.1,216.6,-24.6,-24.7,40.7
ANDAMAN & NICOBAR ISLANDS,1984,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1985,Actual,12.0,19.2,24.1,55.0,278.1,588.4,230.9,375.2,362.5,358.9,232.1,94.4,2630.8,31.2,357.2,1557.0,685.4
ANDAMAN & NICOBAR ISLANDS,1985,Percentage departure,-75.7,-30.2,-19.7,-23.8,-21.8,24.8,-41.9,-6.3,-15.9,24.0,-0.4,-38.4,-9.6,-59.3,-22.0,-8.4,1.4
ANDAMAN & NICOBAR ISLANDS,1985,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1986,Actual,14.8,0.6,1.5,8.2,302.6,312.2,308.5,444.0,408.9,176.1,163.5,47.0,2187.8,15.4,312.3,1473.6,386.5
ANDAMAN & NICOBAR ISLANDS,1986,Percentage departure,-69.9,-97.9,-94.9,-88.6,-14.9,-33.8,-22.4,10.9,-5.2,-39.2,-29.8,-69.4,-24.8,-80.0,-31.8,-13.3,-42.8
ANDAMAN & NICOBAR ISLANDS,1986,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1987,Actual,72.4,35.2,20.4,17.7,162.9,343.7,45.3,666.5,378.9,373.4,313.4,334.1,2764.0,107.6,200.9,1434.5,1021.0
ANDAMAN & NICOBAR ISLANDS,1987,Percentage departure,47.2,27.6,-32.0,-75.6,-54.2,-27.1,-88.6,66.4,-12.1,29.0,34.5,117.9,-5.0,40.1,-56.1,-15.7,51.1
ANDAMAN & NICOBAR ISLANDS,1987,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1988,Actual,10.2,39.9,28.0,82.7,427.5,357.4,495.6,354.2,603.3,271.4,583.0,69.9,3323.0,50.1,538.1,1810.5,924.3
ANDAMAN & NICOBAR ISLANDS,1988,Percentage departure,-79.2,44.6,-6.6,14.5,20.2,-24.2,24.7,-11.6,39.9,-6.3,150.2,-54.4,14.2,-34.8,17.6,6.5,36.8
ANDAMAN & NICOBAR ISLANDS,1988,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1989,Actual,56.0,12.8,68.1,42.6,379.3,414.9,380.1,413.2,215.9,291.8,255.0,4.0,2533.6,68.8,490.0,1424.1,550.7
ANDAMAN & NICOBAR ISLANDS,1989,Percentage departure,13.8,-53.7,127.2,-41.0,6.7,-12.0,-4.4,3.2,-49.9,0.8,9.4,-97.4,-13.0,-10.4,7.0,-16.3,-18.5
ANDAMAN & NICOBAR ISLANDS,1989,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1990,Actual,13.4,0.2,24.6,87.5,424.6,291.0,213.2,293.3,310.4,133.6,291.1,100.3,2183.4,13.6,536.8,1108.0,525.1
ANDAMAN & NICOBAR ISLANDS,1990,Percentage departure,-72.7,-99.4,-17.8,21.2,19.4,-38.3,-46.4,-26.8,-28.0,-53.8,24.9,-34.5,-25.0,-82.3,17.3,-34.8,-22.3
ANDAMAN & NICOBAR ISLANDS,1990,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1991,Actual,14.1,3.8,28.0,132.9,191.3,165.7,547.2,486.5,489.9,287.6,130.1,58.5,2535.8,18.0,352.2,1689.3,476.2
ANDAMAN & NICOBAR ISLANDS,1991,Percentage departure,-71.3,-86.1,-6.7,84.1,-46.2,-64.8,37.7,21.5,13.6,-0.6,-44.2,-61.8,-12.9,-76.6,-23.1,-0.7,-29.5
ANDAMAN & NICOBAR ISLANDS,1991,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1992,Actual,75.9,10.9,0.0,5.1,241.7,392.0,348.2,372.3,323.7,257.3,64.3,7.2,2098.7,86.8,246.8,1436.2,328.8
ANDAMAN & NICOBAR ISLANDS,1992,Percentage departure,54.2,-60.3,-100.0,-93.0,-32.0,-16.8,-12.4,-7.1,-24.9,-11.1,-72.4,-95.3,-27.9,13.1,-46.1,-15.6,-51.3
ANDAMAN & NICOBAR ISLANDS,1992,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1993,Actual,14.9,0.0,129.9,43.7,181.4,257.1,391.7,226.7,437.0,299.3,189.0,66.7,2237.4,14.9,355.0,1312.5,555.0
ANDAMAN & NICOBAR ISLANDS,1993,Percentage departure,-69.8,-100.0,333.3,-39.5,-49.0,-45.5,-1.5,-43.4,1.3,3.4,-18.9,-56.5,-23.1,-80.6,-22.4,-22.8,-17.9
ANDAMAN & NICOBAR ISLANDS,1993,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1994,Actual,7.2,35.5,129.4,154.6,403.2,386.3,569.7,460.5,775.1,137.5,180.3,23.8,3262.8,42.6,687.2,2191.5,341.5
ANDAMAN & NICOBAR ISLANDS,1994,Percentage departure,-85.4,28.6,331.8,114.1,13.4,-18.1,43.3,15.0,79.7,-52.5,-22.6,-84.5,12.1,-44.5,50.1,28.9,-49.5
ANDAMAN & NICOBAR ISLANDS,1994,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1995,Actual,51.8,12.5,12.1,21.1,314.8,450.4,501.4,555.8,426.4,294.7,452.9,21.6,3115.4,64.3,348.1,1933.9,769.2
ANDAMAN & NICOBAR ISLANDS,1995,Percentage departure,5.2,-54.7,-59.5,-70.8,-11.5,-4.5,26.1,38.8,-1.1,1.8,94.3,-85.9,7.0,-16.3,-24.0,13.7,13.8
ANDAMAN & NICOBAR ISLANDS,1995,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1996,Actual,52.2,4.8,3.4,122.7,298.0,559.2,335.5,328.0,541.6,318.5,254.2,178.8,2996.9,57.0,424.1,1764.3,751.5
ANDAMAN & NICOBAR ISLANDS,1996,Percentage departure,6.1,-82.6,-88.8,70.0,-16.2,18.6,-15.6,-18.1,25.6,10.0,9.1,16.6,2.9,-25.8,-7.3,3.7,11.2
ANDAMAN & NICOBAR ISLANDS,1996,No. of districts,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1997,Actual,9.5,0.0,0.2,15.6,281.1,199.5,918.5,430.6,440.2,128.7,292.8,38.4,2755.1,9.5,296.9,1988.8,459.9
ANDAMAN & NICOBAR ISLANDS,1997,Percentage departure,-80.8,-100.0,-99.3,-78.4,-21.0,-57.7,131.1,7.5,2.1,-55.5,25.7,-75.0,-5.4,-87.7,-35.1,16.9,-31.9
ANDAMAN & NICOBAR ISLANDS,1997,No. of districts,3.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1998,Actual,0.9,0.0,0.0,0.0,348.9,600.0,364.5,258.9,337.8,618.6,227.8,89.0,2846.4,0.9,348.9,1561.2,935.4
ANDAMAN & NICOBAR ISLANDS,1998,Percentage departure,-98.2,-100.0,-100.0,-100.0,-1.9,27.3,-8.3,-35.4,-21.7,113.7,-2.2,-42.0,-2.2,-98.8,-23.8,-8.2,38.4
ANDAMAN & NICOBAR ISLANDS,1998,No. of districts,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,
ANDAMAN & NICOBAR ISLANDS,1999,Actual,46.8,44.6,14.2,270.6,257.4,295.0,408.5,329.2,325.3,437.5,124.9,145.7,2699.7,91.4,542.2,1358.0,708.1
ANDAMAN & NICOBAR ISLANDS,1999,Percentage departure,-4.9,61.9,-52.7,274.8,-27.6,-37.4,2.8,-17.8,-24.6,51.1,-46.4,-5.0,-7.3,19.0,18.4,-20.1,4.8
ANDAMAN & NICOBAR ISLANDS,1999,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,
ANDAMAN & NICOBAR ISLANDS,2000,Actual,53.0,59.0,171.3,218.1,422.8,357.0,176.3,460.8,250.1,321.2,158.3,115.2,2763.2,112.0,812.2,1244.2,594.7
ANDAMAN & NICOBAR ISLANDS,2000,Percentage departure,7.8,114.0,471.5,202.1,18.9,-24.3,-55.6,15.0,-42.0,11.0,-32.1,-24.9,-5.1,45.9,77.4,-26.8,-12.0
ANDAMAN & NICOBAR ISLANDS,2000,No. of districts,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,
